source, source.label, ref_area
"FX:3310","ADM - Labour legislation","PAK"
"EA:13416","OE - Estimates based on Administrative data","PAK"
"GA:2436","CPS - Consumer Price Survey, Combined","PAK"
"XA:6473","ILO - Social Security Inquiry Database","PAK"
"XA:2080","ILO - Modelled Estimates","PAK"
"XA:15790","ILO - Calculations based on information from ILO textual sources","PAK"
"BA:511","LFS - Labour Market Survey","PAN"
"BB:16128","HIES - Living Standards Survey","PAN"
"BC:13052","CLS - Child Labour Survey","PAN"
"BX:3055","HS - Continuous Household Survey","PAN"
"BX:16113","HS - Multipurpose Household Survey","PAN"
"AA:1527","PC - Population Census","PAN"
"FA:1529","ADM-IR - Insurance Records","PAN"
"FF:2506","ADM-LIR - Administrative Records of the Directorate for Labour Inspection","PAN"
"FX:3309","ADM - Administrative Records of Companies and Institutions","PAN"
"FX:515","ADM - Administrative Records of the General Directorate for Labour and of the Labour Relations Department","PAN"
"EA:13415","OE - Estimates based on various sources","PAN"
"GA:2431","CPS - Consumer Price Index","PAN"
"XA:6558","ILO - Social Security Inquiry Database","PAN"
"XA:2082","ILO - Modelled Estimates","PAN"
"XA:15839","ILO - Calculations based on information from ILO textual sources","PAN"
"BA:16208","LFS - Permanent Employment Survey, National","PER"
"BX:375","HS - National Household Survey","PER"
"BA:1532","LFS - Permanent Employment Survey, Urban","PER"
"BX:6384","HS - School to Work Transition Survey","PER"
"AA:1531","PC - Population Census","PER"
"DA:3092","ES - National Survey of Salaries and Wages","PER"
"FA:1535","ADM-IR - Insurance Records","PER"
"FF:380","ADM-LIR - Administrative Records of the General Directorate for Labour Inspection","PER"
"FX:379","ADM - Electronic reports","PER"
"FX:1536","ADM - Labour Relations Records","PER"
"FX:381","ADM - Special data collection","PER"
"EA:1534","OE - Official Estimates","PER"
"GA:2432","CPS - Consumer Price Index","PER"
"JA:377","SNA - National Accounts","PER"
"XA:6432","ILO - Social Security Inquiry Database","PER"
"XA:2084","ILO - Modelled Estimates","PER"
"XA:15767","ILO - Calculations based on information from ILO textual sources","PER"
"BA:629","LFS - Labour Force Survey","PHL"
"BA:6652","LFS - Survey on Overseas Filipinos","PHL"
"BB:16114","HIES - Household Income and Expenditure Survey","PHL"
"AA:1537","PC - Population Census","PHL"
"DA:528","ES - Integrated Survey","PHL"
"DA:1539","ES - Employment, Hours and Earnings Survey","PHL"
"FB:6663","ADM-EOR - Administrative Records of the Bureau of Local Employment, Department of Labour and Employment","PHL"
"FB:6666","ADM-EOR - Administrative Records of the Office of Overseas Employment Administration","PHL"
"FF:530","ADM-LIR - Department of Labor and Employment-Bureau of Working Conditions Records","PHL"
"FI:644","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","PHL"
"FX:6671","ADM - Administrative Records of the Bureau of Immigration","PHL"
"FX:3304","ADM - Labour legislation","PHL"
"FX:529","ADM - Strike Situationer of the National Conciliation and Mediation Board","PHL"
"FX:8366","ADM - Deployment statistics","PHL"
"EA:683","OE - Listings of Establishments of the National Statistics Office","PHL"
"EA:6656","OE - Stock Estimate of Overseas Filipinos by the Commission on Filipinos Overseas","PHL"
"GA:2435","CPS - Consumer Price Survey for All-Income Households in the Philippines","PHL"
"JA:3418","SNA - National Accounts","PHL"
"XA:6560","ILO - Social Security Inquiry Database","PHL"
"XA:2086","ILO - Modelled Estimates","PHL"
"XA:15841","ILO - Calculations based on information from ILO textual sources","PHL"
"BB:14046","HIES - Household Income and Expenditure Survey","PLW"
"AA:1541","PC - Population Census","PLW"
"FX:16110","ADM - Legislation du Travail","PLW"
"GA:13380","CPS - Consumer Price Survey","PLW"
"XA:6475","ILO - Social Security Inquiry Database","PLW"
"XA:16186","ILO - Calculations based on information from ILO textual sources","PLW"
"BX:16221","HS - Socio-Demographic and Economic Survey","PNG"
"BB:13369","HIES - Household Income and Expenditure Survey","PNG"
"AA:1543","PC - Population Census","PNG"
"DA:1544","ES - Labour-related Establishment Survey","PNG"
"FX:3303","ADM - Labour legislation","PNG"
"FX:1546","ADM - Labour Relations Records","PNG"
"FX:1547","ADM - Other Administrative records and related sources","PNG"
"GA:2434","CPS - Consumer Price Survey","PNG"
"XA:6562","ILO - Social Security Inquiry Database","PNG"
"XA:2088","ILO - Modelled Estimates","PNG"
"XA:15792","ILO - Calculations based on information from ILO textual sources","PNG"
"BE:5876","LFS-ADJ - EU Labour Force Survey adjusted series","POL"
"BA:2241","LFS - EU Labour Force Survey","POL"
"BA:432","LFS - Labour Force Survey","POL"
"BB:13355","HIES - EU Statistics on Income and Living Conditions","POL"
"AA:1548","PC - Population Census","POL"
"DA:12901","ES - Labour cost Survey","POL"
"DA:428","ES - Establishment statistical Surveys","POL"
"DA:3087","ES - Structure of Earnings Survey","POL"
"DA:431","ES - Statistical card on accident at Work","POL"
"DA:429","ES - Statistical Cards on Strikes","POL"
"DA:430","ES - Structure of wages and salaries by Occupations","POL"
"FF:434","ADM-LIR - National Labour Inspectorate Administrative Records","POL"
"FX:3301","ADM - Labour legislation","POL"
"GA:2437","CPS - Consumer Price Survey","POL"
"XA:6402","ILO - Social Security Inquiry Database","POL"
"XA:2090","ILO - Modelled Estimates","POL"
"XA:15843","ILO - Calculations based on information from ILO textual sources","POL"
"XX:8277","OS - Estimations based on self-declared membership of affiliated and independent unions","POL"
"BA:1554","LFS - Household Survey","PRI"
"AA:1553","PC - Population Census","PRI"
"DA:6350","ES - Current Employment Statistics Survey","PRI"
"DA:1556","ES - Labour-related Establishment Survey","PRI"
"FF:1559","ADM-LIR - Labour Inspectorate Records","PRI"
"FX:1560","ADM - Labour Relations Records","PRI"
"EA:6351","OE - Official Estimates","PRI"
"GA:2438","CPS - Consumer Price Index","PRI"
"XA:2092","ILO - Modelled Estimates","PRI"
"XA:15915","ILO - Social Security Inquiry Database","PRI"
"XA:1957","ILO - Modelled Estimates","PRK"
"BE:5884","LFS-ADJ - EU Labour Force Survey adjusted series","PRT"
"BA:2252","LFS - EU Labour Force Survey","PRT"
"BA:199","LFS - Employment Survey","PRT"
"BB:201","HIES - EU Statistics on Income and Living Conditions","PRT"
"BX:15645","HS - Survey on Emigration","PRT"
"AA:1561","PC - Population Census","PRT"
"DA:205","ES - Earnings and Working Hours Survey","PRT"
"DA:3114","ES - Employment Survey","PRT"
"DA:12950","ES - Structure of Earnings Survey","PRT"
"FA:1562","ADM-IR - Insurance Records","PRT"
"FE:203","ADM-CA - Administrative Records of the Directorate-General for Employment and Labor Relations","PRT"
"FF:202","ADM-LIR - Activity Report from the Authorities for Working conditions","PRT"
"FX:3297","ADM - Labour legislation","PRT"
"FX:1564","ADM - Labour Relations Records","PRT"
"FX:8278","ADM - Records of main union confederations and independent unions","PRT"
"EA:204","OE - Estimates based on quadriennal Survey of labour cost","PRT"
"EA:15646","OE - Immigration Estimate","PRT"
"GA:200","CPS - Consumer Price Index","PRT"
"JA:3413","SNA - National Accounts","PRT"
"XA:6566","ILO - Social Security Inquiry Database","PRT"
"XA:2096","ILO - Modelled Estimates","PRT"
"XA:15756","ILO - Calculations based on information from ILO textual sources","PRT"
"BX:14043","HS - Continuous Permanent Household Survey","PRY"
"BX:534","HS - Continous Household Survey","PRY"
"BA:7524","LFS - Continuous Employment Survey, Urban","PRY"
"BX:1566","HS - Integrated Household Survey","PRY"
"BX:15702","HS - Multiple Indicator Cluster Survey, UNICEF","PRY"
"AA:1565","PC - Population Census","PRY"
"FX:543","ADM - Database of the Department for Registration of Employers and Workers","PRY"
"FX:541","ADM - Administrative Records of the Department for Inspection and Supervision","PRY"
"FX:1568","ADM - Other Administrative records and related sources","PRY"
"GA:2440","CPS - Consumer Price Index","PRY"
"XA:6434","ILO - Social Security Inquiry Database","PRY"
"XA:2098","ILO - Modelled Estimates","PRY"
"XA:15845","ILO - Calculations based on information from ILO textual sources","PRY"
"BA:592","LFS - Labour Force Survey","PSE"
"BX:6383","HS - School to Work Transition Survey","PSE"
"FX:7389","ADM - Labour legislation","PSE"
"FX:786","ADM - Records of the Labour Relations Department","PSE"
"EA:591","OE - Estimates based on Population Census","PSE"
"GA:2283","CPS - Consumer Price Survey","PSE"
"XA:2100","ILO - Modelled Estimates","PSE"
"XA:15919","ILO - Social Security Inquiry Database","PSE"
"AA:1569","PC - Population Census","PYF"
"FA:1572","ADM-IR - Social Security, Tax Administration, and French Representation","PYF"
"FX:7134","ADM - Administrative records and related sources","PYF"
"GA:2433","CPS - Retail Price Index","PYF"
"XA:2102","ILO - Modelled Estimates","PYF"
"BA:696","LFS - Labor Force Sample Survey","QAT"
"AA:699","PC - Population and Housing Census","QAT"
"CA:12907","EC - Establishment Census, Ministry of Development Planning and Statistics","QAT"
"FF:698","ADM-LIR - Qatar Statistics Authority","QAT"
"FX:16099","ADM - Legislation du Travail","QAT"
"FF:16193","ADM-LIR - Ministry of Public Health and Ministry of Labour","QAT"
"FF:16194","ADM-LIR - Ministry of Labour","QAT"
"GA:697","CPS - Consumer Price Survey","QAT"
"XA:6570","ILO - Social Security Inquiry Database","QAT"
"XA:2104","ILO - Modelled Estimates","QAT"
"XA:16155","ILO - Calculations based on information from ILO textual sources","QAT"
"BA:1576","LFS - Labour Force Survey","REU"
"AA:94","PC - Population Census in overseas territories","REU"
"FA:1580","ADM-IR - Insurance Records","REU"
"FA:1579","ADM-IR - Insurance Records, Occupational Injuries","REU"
"FB:95","ADM-EOR - Register of the Employment Office","REU"
"EA:1578","OE - Official Estimates","REU"
"GA:2441","CPS - Consumer Price Index for Middle-Income Urban Households","REU"
"BE:5883","LFS-ADJ - EU Labour Force Survey adjusted series","ROU"
"BA:2235","LFS - EU Labour Force Survey","ROU"
"BA:436","LFS - Household Labour Force Survey","ROU"
"BB:439","HIES - EU Statistics on Income and Living Conditions","ROU"
"AA:1581","PC - Population Census","ROU"
"DA:435","ES - Labour cost Survey","ROU"
"DA:5908","ES - Monthly statistical Survey on Earnings","ROU"
"DA:12948","ES - Structure of Earnings Survey","ROU"
"FF:440","ADM-LIR - Registration form for Work Accidents","ROU"
"FF:441","ADM-LIR - Activity Report from the Labour Inspection","ROU"
"FI:824","ADM-RWO - Trade unions records","ROU"
"FX:442","ADM - Records of the Ministry of Labour, Family and Social Protection","ROU"
"FX:3293","ADM - Labour legislation","ROU"
"FX:1584","ADM - Labour Relations Records","ROU"
"FX:5861","ADM - Registre General des Salaries","ROU"
"EA:1582","OE - Official Estimates","ROU"
"EA:14084","OE - Official Estimates of resident Population","ROU"
"EA:14087","OE - Official migration Estimates","ROU"
"GA:437","CPS - Consumer Price Survey","ROU"
"JA:438","SNA - National Accounts","ROU"
"XA:6572","ILO - Social Security Inquiry Database","ROU"
"XA:2108","ILO - Modelled Estimates","ROU"
"XA:15794","ILO - Calculations based on information from ILO textual sources","ROU"
"XX:8279","OS - Estimations based on number and type of collective agreements in force","ROU"
"BA:120","LFS - Labour Force Survey","RUS"
"BX:6385","HS - School to Work Transition Survey","RUS"
"AA:1585","PC - Population Census","RUS"
"DA:122","ES - Establishments sample Survey on employees' wages by Occupation","RUS"
"FI:15733","ADM-RWO - Information on Injuries in the Workplace and Occupational diseases","RUS"
"FI:13420","ADM-RWO - Records of Workers' Organizations","RUS"
"FX:3316","ADM - Labour legislation","RUS"
"FX:1588","ADM - Labour Relations Records","RUS"
"EA:8349","OE - Combination of different Sources","RUS"
"EA:121","OE - Official Estimates","RUS"
"EB:14106","Other - Statistical migration Records, Ministry of Internal Affairs","RUS"
"GA:123","CPS - Consumer Price Survey","RUS"
"XA:6481","ILO - Social Security Inquiry Database","RUS"
"XA:2110","ILO - Modelled Estimates","RUS"
"XA:16140","ILO - Calculations based on information from ILO textual sources","RUS"
"XX:8298","OS - Estimations based on Administrative data","RUS"
"BA:1590","LFS - Labour Force Survey","RWA"
"BB:763","HIES - Integrated Household Survey on Living Conditions","RWA"
"BC:2222","CLS - National Child Labour Survey","RWA"
"AA:1589","PC - Population Census","RWA"
"FF:1593","ADM-LIR - Labour Inspectorate Records","RWA"
"FF:1594","ADM-LIR - Labour Inspectorate Records, Strikes and Lockouts","RWA"
"FX:7386","ADM - Labour legislation","RWA"
"FX:1595","ADM - Other Administrative records and related sources","RWA"
"EA:1591","OE - Official Estimates","RWA"
"EA:764","OE - Statistical Yearbook","RWA"
"GA:2444","CPS - Consumer Price Survey","RWA"
"XA:6574","ILO - Social Security Inquiry Database","RWA"
"XA:2112","ILO - Modelled Estimates","RWA"
"XA:16157","ILO - Calculations based on information from ILO textual sources","RWA"
"XX:16056","OS - Estimations based on administrative data","RWA"
"BA:627","LFS - Labour Force Survey","SAU"
"BX:15664","HS - Volunteer Work Survey","SAU"
"AA:1596","PC - Population Census","SAU"
"DA:3115","ES - Annual Economic Survey of Establishments","SAU"
"FX:16115","ADM - Ministry of Human Resource and Social Development","SAU"
"FX:12926","ADM - Statistical Yearbook","SAU"
"FX:7387","ADM - Labour legislation","SAU"
"GA:2534","CPS - Consumer Price Survey","SAU"
"GA:2445","CPS - Consumer Price Survey, Middle Income Group","SAU"
"XA:6436","ILO - Social Security Inquiry Database","SAU"
"XA:2114","ILO - Modelled Estimates","SAU"
"XA:16133","ILO - Calculations based on information from ILO textual sources","SAU"
"BA:1603","LFS - Labor Market Panel Survey","SDN"
"BX:7310","HS - Multiple Indicator Cluster Survey, UNICEF","SDN"
"AA:2211","PC - Population and Housing Census","SDN"
"CA:1604","EC - Survey of Employment, Wages and Hours of Work","SDN"
"FB:1606","ADM-EOR - Employment Office Records","SDN"
"FX:3289","ADM - Labour legislation","SDN"
"EA:1605","OE - Official Estimates","SDN"
"GA:13384","CPS - Consumer Price Survey","SDN"
"GA:8312","CPS - Consumer Price Survey, Low Income Group","SDN"
"XA:6483","ILO - Social Security Inquiry Database","SDN"
"XA:2116","ILO - Modelled Estimates","SDN"
"XA:16159","ILO - Calculations based on information from ILO textual sources","SDN"
"BA:13368","LFS - National Employment Survey","SEN"
"BB:15959","HIES - Harmonized Survey on Household Living Conditions","SEN"
"BC:2220","CLS - Child Labour Survey","SEN"
"BX:15709","HS - Demographic and Health Survey","SEN"
"BX:3514","HS - Household Survey","SEN"
"BX:1608","HS - Survey To Monitor Poverty","SEN"
"AA:1607","PC - Population Census","SEN"
"FF:1613","ADM-LIR - Labour Inspectorate Records","SEN"
"FX:3264","ADM - Labour legislation","SEN"
"FX:1614","ADM - Labour Relations Records","SEN"
"FF:16206","ADM-LIR - Annual report of labour statistics","SEN"
"EA:1610","OE - Official Estimates","SEN"
"EA:13417","OE - Estimates based on various sources","SEN"
"GA:2456","CPS - Consumer Price Index","SEN"
"GA:12895","CPS - Consumer Price Survey, Main City","SEN"
"XA:6578","ILO - Social Security Inquiry Database","SEN"
"XA:2118","ILO - Modelled Estimates","SEN"
"XA:15847","ILO - Calculations based on information from ILO textual sources","SEN"
"BA:5873","LFS - Labour Force Survey","SGP"
"BX:15660","HS - Individual Giving Survey","SGP"
"AA:1615","PC - Population Census","SGP"
"DA:1617","ES - Survey of Occupational Wages","SGP"
"FA:5921","ADM-IR - Records of the Central Provident Fund","SGP"
"FB:6667","ADM-EOR - Administrative Records of the Ministry of Manpower","SGP"
"FF:1621","ADM-LIR - Administrative records and related sources","SGP"
